Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	Hispanic	American Indian / Alaskan Native	Asian	Black or African American	Native Hawaiian or Other Pacific Islander	White	Two or More Races
SC	20002001	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	28752	6.65	*	*	16.65	*	*	*	*	*	*	*
SC	20052006	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	35251	8.05	12.00	0.3077	35.83	*	*	*	*	*	*	*
SC	20072008	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	39673	9.91	11.00	0.3143	31.66	*	*	*	*	*	*	*
SC	20082009	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	41567	10.81	14.00	0.3784	33.46	*	*	*	*	*	*	*
SC	20092010	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	43146	11.34	19.00	0.5429	31.36	*	*	*	*	*	*	*
SC	20102011	28	0001	091	DRUID HILL ELEMENTARY SCHOOL	44295	12.18	17.00	0.5152	30.76	*	*	*	*	*	28	*
SC	20002001	28	0001	093	DUNDEE ELEM SCHOOL	30521	10.44	*	*	30.88	*	*	*	*	*	*	*
SC	20052006	28	0001	093	DUNDEE ELEM SCHOOL	36128	9.75	11.00	0.3438	30.30	*	*	*	*	*	*	*
SC	20072008	28	0001	093	DUNDEE ELEM SCHOOL	39882	10.06	12.00	0.3636	31.30	*	*	*	*	*	*	*
SC	20082009	28	0001	093	DUNDEE ELEM SCHOOL	41412	10.24	13.00	0.3824	32.25	*	*	*	*	*	*	*
SC	20092010	28	0001	093	DUNDEE ELEM SCHOOL	43353	11.66	15.00	0.4688	30.25	*	*	*	*	*	*	*
SC	20102011	28	0001	093	DUNDEE ELEM SCHOOL	44203	11.70	15.00	0.4545	31.25	*	*	*	*	*	31	*
SC	20002001	28	0001	095	EDISON ELEM SCHOOL	35015	15.56	12.00	0.4444	20.54	*	*	*	*	*	*	*
SC	20052006	28	0001	095	EDISON ELEM SCHOOL	38455	12.92	*	*	21.00	*	*	*	*	*	*	*
SC	20072008	28	0001	095	EDISON ELEM SCHOOL	41318	11.50	12.00	0.4615	22.71	*	*	*	*	*	*	*
SC	20082009	28	0001	095	EDISON ELEM SCHOOL	42662	12.12	11.00	0.4231	22.81	*	*	*	*	*	*	*
SC	20092010	28	0001	095	EDISON ELEM SCHOOL	45440	13.60	11.00	0.4400	21.75	*	*	*	*	*	*	*
SC	20102011	28	0001	095	EDISON ELEM SCHOOL	44520	12.96	10.00	0.3846	22.77	*	*	*	*	*	22	*
SC	20002001	28	0001	097	FIELD CLUB ELEM SCHOOL	29951	9.74	14.00	0.2593	47.51	*	*	*	*	*	*	*
SC	20052006	28	0001	097	FIELD CLUB ELEM SCHOOL	36794	11.24	15.00	0.3333	39.80	*	*	*	*	*	*	*
SC	20072008	28	0001	097	FIELD CLUB ELEM SCHOOL	41206	12.04	20.00	0.4167	44.50	*	*	*	*	*	*	*
SC	20082009	28	0001	097	FIELD CLUB ELEM SCHOOL	42091	12.15	18.00	0.3913	43.50	*	*	*	*	*	*	*
SC	20092010	28	0001	097	FIELD CLUB ELEM SCHOOL	43626	12.87	19.00	0.4130	42.70	*	*	*	*	*	*	*
SC	20102011	28	0001	097	FIELD CLUB ELEM SCHOOL	45178	13.05	18.00	0.4091	41.70	*	*	*	*	*	41	*
SC	20002001	28	0001	099	FLORENCE ELEM SCHOOL	34246	13.65	17.00	0.6538	20.67	*	*	*	*	*	*	*
SC	20052006	28	0001	099	FLORENCE ELEM SCHOOL	38391	12.82	11.00	0.5000	17.48	*	*	*	*	*	*	*
SC	20072008	28	0001	099	FLORENCE ELEM SCHOOL	42335	12.58	13.00	0.5000	22.05	*	*	*	*	*	*	*
SC	20082009	28	0001	099	FLORENCE ELEM SCHOOL	43438	12.83	12.00	0.5000	19.96	*	*	*	*	*	*	*
SC	20092010	28	0001	099	FLORENCE ELEM SCHOOL	43587	12.91	11.00	0.4783	19.46	*	*	*	*	*	*	*
SC	20102011	28	0001	099	FLORENCE ELEM SCHOOL	44300	13.50	10.00	0.4545	18.70	*	*	*	*	*	18	*
SC	20002001	28	0001	101	FONTENELLE ELEM SCHOOL	31118	10.91	13.00	0.2826	40.27	*	*	*	*	*	*	*
SC	20052006	28	0001	101	FONTENELLE ELEM SCHOOL	37592	12.32	13.00	0.3514	34.46	*	*	*	*	*	*	*
SC	20072008	28	0001	101	FONTENELLE ELEM SCHOOL	40446	11.35	14.00	0.3500	37.66	*	*	*	*	*	*	*
SC	20082009	28	0001	101	FONTENELLE ELEM SCHOOL	41589	11.54	16.00	0.3902	38.56	*	*	*	*	*	*	*
SC	20092010	28	0001	101	FONTENELLE ELEM SCHOOL	43200	12.92	16.00	0.4103	36.76	*	*	*	*	*	*	*
SC	20102011	28	0001	101	FONTENELLE ELEM SCHOOL	42858	12.62	14.00	0.3590	35.81	*	*	*	*	*	31	*
SC	20002001	28	0001	103	FRANKLIN ELEM SCHOOL	31279	11.38	*	*	23.25	*	*	*	*	*	*	*
SC	20052006	28	0001	103	FRANKLIN ELEM SCHOOL	39042	13.58	*	*	22.72	*	*	*	*	*	*	*
SC	20072008	28	0001	103	FRANKLIN ELEM SCHOOL	41708	12.48	11.00	0.4074	23.97	*	*	*	*	*	*	*
SC	20082009	28	0001	103	FRANKLIN ELEM SCHOOL	41415	12.00	*	*	21.92	*	*	*	*	*	*	*
SC	20092010	28	0001	103	FRANKLIN ELEM SCHOOL	43637	12.54	*	*	20.87	*	*	*	*	*	*	*
SC	20102011	28	0001	103	FRANKLIN ELEM SCHOOL	42750	12.75	10.00	0.4167	20.37	*	*	*	*	*	18	*
SC	20002001	28	0001	104	FULLERTON MAGNET CENTER	33334	13.23	18.00	0.4186	36.94	*	*	*	*	*	*	*
SC	20052006	28	0001	104	FULLERTON MAGNET CENTER	39034	14.44	15.00	0.3846	36.70	*	*	*	*	*	*	*
SC	20072008	28	0001	104	FULLERTON MAGNET CENTER	41547	13.16	17.00	0.3778	41.45	*	*	*	*	*	*	*
SC	20082009	28	0001	104	FULLERTON MAGNET CENTER	42834	12.65	19.00	0.3958	45.50	*	*	*	*	*	*	*
SC	20092010	28	0001	104	FULLERTON MAGNET CENTER	43353	13.00	18.00	0.4390	37.28	*	*	*	*	*	*	*
SC	20102011	28	0001	104	FULLERTON MAGNET CENTER	44372	12.95	17.00	0.4250	36.10	*	*	*	*	*	34	*
SC	20002001	28	0001	105	GILDER ELEM SCHOOL	33757	13.93	*	*	21.37	*	*	*	*	*	*	*
SC	20052006	28	0001	105	GILDER ELEM SCHOOL	37100	13.92	*	*	22.30	*	*	*	*	*	*	*
SC	20072008	28	0001	105	GILDER ELEM SCHOOL	41361	11.93	*	*	24.15	*	*	*	*	*	*	*
SC	20082009	28	0001	105	GILDER ELEM SCHOOL	40871	11.17	*	*	27.25	*	*	*	*	*	*	*
SC	20092010	28	0001	105	GILDER ELEM SCHOOL	43921	12.55	13.00	0.4194	25.38	*	*	*	*	*	*	*
SC	20102011	28	0001	105	GILDER ELEM SCHOOL	43513	12.22	14.00	0.4375	26.30	*	*	*	*	*	25	*
SC	20052006	28	0001	107	GOMEZ HERITAGE ELEMENTARY SCH	37391	11.64	19.00	0.4043	44.51	*	*	*	*	*	*	*
SC	20072008	28	0001	107	GOMEZ HERITAGE ELEMENTARY SCH	40781	11.20	22.00	0.4314	50.16	*	*	*	*	*	*	*
SC	20082009	28	0001	107	GOMEZ HERITAGE ELEMENTARY SCH	41655	10.38	23.00	0.3966	57.20	*	*	*	*	*	*	*
SC	20092010	28	0001	107	GOMEZ HERITAGE ELEMENTARY SCH	43070	10.35	36.00	0.6000	58.70	*	*	*	*	*	*	*
SC	20102011	28	0001	107	GOMEZ HERITAGE ELEMENTARY SCH	43637	11.26	35.00	0.5645	60.70	*	*	*	*	*	49	*
SC	20002001	28	0001	109	HARRISON ELEM SCHOOL	35119	15.46	12.00	0.4615	19.91	*	*	*	*	*	*	*
SC	20052006	28	0001	109	HARRISON ELEM SCHOOL	37776	11.22	10.00	0.4348	20.25	*	*	*	*	*	*	*
SC	20072008	28	0001	109	HARRISON ELEM SCHOOL	42672	13.00	11.00	0.4583	21.43	*	*	*	*	*	*	*
SC	20082009	28	0001	109	HARRISON ELEM SCHOOL	44266	13.67	10.00	0.4762	18.20	*	*	*	*	*	*	*
SC	20092010	28	0001	109	HARRISON ELEM SCHOOL	45438	13.82	11.00	0.5000	19.40	*	*	*	*	*	*	*
SC	20102011	28	0001	109	HARRISON ELEM SCHOOL	46267	14.41	11.00	0.5000	19.40	*	*	*	*	*	18	*
SC	20002001	28	0001	111	HARTMAN ELEM SCHOOL	32975	12.58	14.00	0.4242	28.39	*	*	*	*	*	*	*
SC	20052006	28	0001	111	HARTMAN ELEM SCHOOL	37740	13.62	13.00	0.4483	25.70	*	*	*	*	*	*	*
SC	20072008	28	0001	111	HARTMAN ELEM SCHOOL	40146	10.50	10.00	0.3846	23.60	*	*	*	*	*	*	*
SC	20082009	28	0001	111	HARTMAN ELEM SCHOOL	41053	9.75	*	*	25.05	*	*	*	*	*	*	*
SC	20092010	28	0001	111	HARTMAN ELEM SCHOOL	42984	10.12	11.00	0.4231	23.50	*	*	*	*	*	*	*
SC	20102011	28	0001	111	HARTMAN ELEM SCHOOL	42681	10.12	*	*	23.00	*	*	*	*	*	22	*
SC	20002001	28	0001	113	HIGHLAND ELEM SCHOOL	35144	16.38	15.00	0.4412	30.09	*	*	*	*	*	*	*
SC	20052006	28	0001	113	HIGHLAND ELEM SCHOOL	35756	10.03	10.00	0.2564	36.87	*	*	*	*	*	*	*
SC	20072008	28	0001	113	HIGHLAND ELEM SCHOOL	40149	10.72	13.00	0.3023	40.87	*	*	*	*	*	*	*
SC	20082009	28	0001	113	HIGHLAND ELEM SCHOOL	42148	12.02	17.00	0.3953	41.40	*	*	*	*	*	*	*
SC	20092010	28	0001	113	HIGHLAND ELEM SCHOOL	43744	13.14	19.00	0.4524	39.60	*	*	*	*	*	*	*
SC	20102011	28	0001	113	HIGHLAND ELEM SCHOOL	44681	13.61	21.00	0.4773	40.80	*	*	*	*	*	36	*
SC	20002001	28	0001	115	INDIAN HILL ELEM SCHOOL	29852	9.05	14.00	0.3182	40.04	*	*	*	*	*	*	*
SC	20052006	28	0001	115	INDIAN HILL ELEM SCHOOL	35759	8.49	18.00	0.4186	39.65	*	*	*	*	*	*	*
SC	20072008	28	0001	115	INDIAN HILL ELEM SCHOOL	40020	9.50	20.00	0.4545	42.40	*	*	*	*	*	*	*
SC	20082009	28	0001	115	INDIAN HILL ELEM SCHOOL	41555	10.46	23.00	0.4600	47.60	*	*	*	*	*	*	*
SC	20092010	28	0001	115	INDIAN HILL ELEM SCHOOL	41921	10.63	23.00	0.4792	43.80	*	*	*	*	*	*	*
SC	20102011	28	0001	115	INDIAN HILL ELEM SCHOOL	43564	11.69	25.00	0.5102	44.80	*	*	*	*	*	44	*
SC	20002001	28	0001	121	JEFFERSON ELEM SCHOOL	32901	12.34	15.00	0.4286	29.48	*	*	*	*	*	*	*
SC	20052006	28	0001	121	JEFFERSON ELEM SCHOOL	36695	10.45	10.00	0.3226	27.80	*	*	*	*	*	*	*
SC	20072008	28	0001	121	JEFFERSON ELEM SCHOOL	41600	10.73	14.00	0.4667	27.00	*	*	*	*	*	*	*
SC	20082009	28	0001	121	JEFFERSON ELEM SCHOOL	42155	10.50	14.00	0.4118	31.30	*	*	*	*	*	*	*
SC	20092010	28	0001	121	JEFFERSON ELEM SCHOOL	43632	11.00	18.00	0.5000	33.30	*	*	*	*	*	*	*
SC	20102011	28	0001	121	JEFFERSON ELEM SCHOOL	42785	11.06	16.00	0.4444	32.80	*	*	*	*	*	31	*
SC	20002001	28	0001	123	JOSLYN ELEM SCHOOL	33325	14.57	*	*	23.60	*	*	*	*	*	*	*
SC	20052006	28	0001	123	JOSLYN ELEM SCHOOL	38341	14.15	*	*	22.80	*	*	*	*	*	*	*
SC	20072008	28	0001	123	JOSLYN ELEM SCHOOL	41922	13.21	*	*	25.00	*	*	*	*	*	*	*
SC	20082009	28	0001	123	JOSLYN ELEM SCHOOL	43487	15.11	*	*	24.30	*	*	*	*	*	*	*
SC	20092010	28	0001	123	JOSLYN ELEM SCHOOL	45103	16.07	*	*	24.25	*	*	*	*	*	*	*
SC	20102011	28	0001	123	JOSLYN ELEM SCHOOL	46027	14.39	*	*	24.50	*	*	*	*	*	25	*
SC	20002001	28	0001	125	KELLOM ELEMENTARY SCHOOL	30869	10.55	11.00	0.2895	34.61	*	*	*	*	*	*	*
SC	20052006	28	0001	125	KELLOM ELEMENTARY SCHOOL	37315	13.81	11.00	0.3548	30.32	*	*	*	*	*	*	*
SC	20072008	28	0001	125	KELLOM ELEMENTARY SCHOOL	40140	12.09	12.00	0.3636	31.82	*	*	*	*	*	*	*
SC	20082009	28	0001	125	KELLOM ELEMENTARY SCHOOL	41598	12.63	14.00	0.4375	31.30	*	*	*	*	*	*	*
SC	20092010	28	0001	125	KELLOM ELEMENTARY SCHOOL	42205	14.06	13.00	0.4063	31.00	*	*	*	*	*	*	*
SC	20102011	28	0001	125	KELLOM ELEMENTARY SCHOOL	42631	12.30	13.00	0.3939	32.10	*	*	*	*	*	28	*
SC	20002001	28	0001	127	KENNEDY ELEM SCHOOL	29551	8.67	*	*	23.80	*	*	*	*	*	*	*
SC	20052006	28	0001	127	KENNEDY ELEM SCHOOL	36128	10.35	*	*	17.66	*	*	*	*	*	*	*
SC	20072008	28	0001	127	KENNEDY ELEM SCHOOL	38647	9.30	*	*	20.30	*	*	*	*	*	*	*
SC	20082009	28	0001	127	KENNEDY ELEM SCHOOL	38836	7.96	*	*	20.36	*	*	*	*	*	*	*
SC	20092010	28	0001	127	KENNEDY ELEM SCHOOL	40518	9.12	*	*	21.26	*	*	*	*	*	*	*
SC	20102011	28	0001	127	KENNEDY ELEM SCHOOL	40623	10.11	*	*	22.60	*	*	*	*	*	18	*
SC	20002001	28	0001	131	J P LORD PROGRAM	33314	10.67	*	*	*	*	*	*	*	*	*	*
SC	20052006	28	0001	131	J P LORD PROGRAM	39738	13.90	*	*	*	*	*	*	*	*	*	*
SC	20072008	28	0001	131	J P LORD PROGRAM	45015	13.44	*	*	*	*	*	*	*	*	*	*
SC	20082009	28	0001	131	J P LORD PROGRAM	46255	14.22	*	*	*	*	*	*	*	*	*	*
SC	20092010	28	0001	131	J P LORD PROGRAM	47843	15.22	*	*	*	*	*	*	*	*	*	*
SC	20102011	28	0001	131	J P LORD PROGRAM	49105	15.50	*	*	*	*	*	*	*	*	*	*
SC	20002001	28	0001	133	LOTHROP MAGNET CENTER	30036	9.40	*	*	31.94	*	*	*	*	*	*	*
SC	20052006	28	0001	133	LOTHROP MAGNET CENTER	34810	7.74	*	*	28.75	*	*	*	*	*	*	*
SC	20072008	28	0001	133	LOTHROP MAGNET CENTER	38799	9.47	*	*	26.97	*	*	*	*	*	*	*
SC	20082009	28	0001	133	LOTHROP MAGNET CENTER	39676	8.84	*	*	28.77	*	*	*	*	*	*	*
SC	20092010	28	0001	133	LOTHROP MAGNET CENTER	40897	9.07	*	*	26.62	*	*	*	*	*	*	*
SC	20102011	28	0001	133	LOTHROP MAGNET CENTER	42827	9.46	*	*	25.62	*	*	*	*	*	23	*
SC	20002001	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	30532	9.78	17.00	0.3469	44.33	*	*	*	*	*	*	*
SC	20052006	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	34385	6.30	11.00	0.2558	34.50	*	*	*	*	*	*	*
SC	20072008	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	38569	7.62	13.00	0.3095	34.50	*	*	*	*	*	*	*
SC	20082009	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	41021	9.35	18.00	0.3673	39.00	*	*	*	*	*	*	*
SC	20092010	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	42599	10.29	23.00	0.4792	39.50	*	*	*	*	*	*	*
SC	20102011	28	0001	135	R M MARRS MAGNET ELEM SCHOOL	44023	11.45	24.00	0.5106	39.00	*	*	*	*	*	33	*
SC	20002001	28	0001	139	MASTERS ELEM SCHOOL	34825	16.15	11.00	0.4231	19.96	*	*	*	*	*	*	*
SC	20052006	28	0001	139	MASTERS ELEM SCHOOL	39935	15.61	*	*	19.20	*	*	*	*	*	*	*
SC	20072008	28	0001	139	MASTERS ELEM SCHOOL	42447	14.15	*	*	21.80	*	*	*	*	*	*	*
SC	20082009	28	0001	139	MASTERS ELEM SCHOOL	43529	14.12	10.00	0.3846	21.70	*	*	*	*	*	*	*
SC	20092010	28	0001	139	MASTERS ELEM SCHOOL	43612	13.00	11.00	0.4231	22.70	*	*	*	*	*	*	*
SC	20102011	28	0001	139	MASTERS ELEM SCHOOL	43259	14.21	*	*	20.70	*	*	*	*	*	19	*
SC	20072008	28	0001	140	MORTON MAGNET ELEMENTARY SCH	39637	8.73	*	*	*	*	*	*	*	*	*	*
SC	20082009	28	0001	140	MORTON MAGNET ELEMENTARY SCH	41886	8.50	*	*	*	*	*	*	*	*	*	*
SC	20092010	28	0001	140	MORTON MAGNET ELEMENTARY SCH	43638	9.50	*	*	*	*	*	*	*	*	*	*
SC	20102011	28	0001	140	MORTON MAGNET ELEMENTARY SCH	45357	13.82	*	*	*	*	*	*	*	*	*	*
SC	20002001	28	0001	141	MILLER PARK ELEM SCHOOL	31274	11.81	*	*	26.51	*	*	*	*	*	*	*
SC	20052006	28	0001	141	MILLER PARK ELEM SCHOOL	35807	10.00	10.00	0.3448	26.30	*	*	*	*	*	*	*
SC	20072008	28	0001	141	MILLER PARK ELEM SCHOOL	37766	7.40	*	*	28.80	*	*	*	*	*	*	*
SC	20082009	28	0001	141	MILLER PARK ELEM SCHOOL	39049	8.61	*	*	26.80	*	*	*	*	*	*	*
SC	20092010	28	0001	141	MILLER PARK ELEM SCHOOL	41022	9.52	11.00	0.3793	27.80	*	*	*	*	*	*	*
SC	20102011	28	0001	141	MILLER PARK ELEM SCHOOL	42695	10.90	11.00	0.3793	27.80	*	*	*	*	*	23	*
SC	20002001	28	0001	143	MINNE LUSA ELEM SCHOOL	32187	11.53	17.00	0.3953	36.68	*	*	*	*	*	*	*
SC	20052006	28	0001	143	MINNE LUSA ELEM SCHOOL	39142	13.47	16.00	0.4211	36.38	*	*	*	*	*	*	*
SC	20072008	28	0001	143	MINNE LUSA ELEM SCHOOL	41486	12.39	15.00	0.4167	33.90	*	*	*	*	*	*	*
SC	20082009	28	0001	143	MINNE LUSA ELEM SCHOOL	42183	11.89	13.00	0.3714	32.06	*	*	*	*	*	*	*
SC	20092010	28	0001	143	MINNE LUSA ELEM SCHOOL	42540	10.75	14.00	0.3889	33.86	*	*	*	*	*	*	*
SC	20102011	28	0001	143	MINNE LUSA ELEM SCHOOL	42603	11.00	12.00	0.3429	33.40	*	*	*	*	*	29	*
SC	20002001	28	0001	147	MOUNT VIEW ELEM SCHOOL	29095	8.13	*	*	17.98	*	*	*	*	*	*	*
SC	20052006	28	0001	147	MOUNT VIEW ELEM SCHOOL	36300	11.28	*	*	13.70	*	*	*	*	*	*	*
SC	20072008	28	0001	147	MOUNT VIEW ELEM SCHOOL	38007	8.31	*	*	21.40	*	*	*	*	*	*	*
SC	20082009	28	0001	147	MOUNT VIEW ELEM SCHOOL	39034	9.12	*	*	21.80	*	*	*	*	*	*	*
SC	20092010	28	0001	147	MOUNT VIEW ELEM SCHOOL	41052	11.39	*	*	23.95	*	*	*	*	*	*	*
SC	20102011	28	0001	147	MOUNT VIEW ELEM SCHOOL	42271	11.07	*	*	23.55	*	*	*	*	*	23	*
SC	20002001	28	0001	148	PICOTTE ELEMENTARY SCHOOL	35425	14.71	18.00	0.5806	24.23	*	*	*	*	*	*	*
SC	20052006	28	0001	148	PICOTTE ELEMENTARY SCHOOL	37069	10.57	13.00	0.3714	32.68	*	*	*	*	*	*	*
SC	20072008	28	0001	148	PICOTTE ELEMENTARY SCHOOL	41647	10.51	17.00	0.4595	34.31	*	*	*	*	*	*	*
SC	20082009	28	0001	148	PICOTTE ELEMENTARY SCHOOL	42539	11.30	18.00	0.4865	34.47	*	*	*	*	*	*	*
SC	20092010	28	0001	148	PICOTTE ELEMENTARY SCHOOL	44298	12.92	19.00	0.5135	34.97	*	*	*	*	*	*	*
SC	20102011	28	0001	148	PICOTTE ELEMENTARY SCHOOL	45711	14.06	19.00	0.5278	34.00	*	*	*	*	*	32	*
SC	20002001	28	0001	149	OAK VALLEY ELEM SCHOOL	32548	11.65	*	*	16.17	*	*	*	*	*	*	*
SC	20052006	28	0001	149	OAK VALLEY ELEM SCHOOL	37865	12.75	*	*	17.08	*	*	*	*	*	*	*
SC	20072008	28	0001	149	OAK VALLEY ELEM SCHOOL	41954	13.00	*	*	19.65	*	*	*	*	*	*	*
SC	20082009	28	0001	149	OAK VALLEY ELEM SCHOOL	42891	12.42	*	*	22.90	*	*	*	*	*	*	*
SC	20092010	28	0001	149	OAK VALLEY ELEM SCHOOL	44857	13.22	*	*	20.03	*	*	*	*	*	*	*
SC	20102011	28	0001	149	OAK VALLEY ELEM SCHOOL	43758	12.08	*	*	22.00	*	*	*	*	*	21	*
SC	20002001	28	0001	153	PAWNEE ELEM SCHOOL	33157	12.18	17.00	0.5152	28.18	*	*	*	*	*	*	*
SC	20052006	28	0001	153	PAWNEE ELEM SCHOOL	38479	12.97	17.00	0.5484	28.57	*	*	*	*	*	*	*
SC	20072008	28	0001	153	PAWNEE ELEM SCHOOL	40231	10.49	17.00	0.3953	40.37	*	*	*	*	*	*	*
SC	20082009	28	0001	153	PAWNEE ELEM SCHOOL	41454	10.80	17.00	0.3864	41.90	*	*	*	*	*	*	*
SC	20092010	28	0001	153	PAWNEE ELEM SCHOOL	42951	10.63	19.00	0.4419	41.40	*	*	*	*	*	*	*
SC	20102011	28	0001	153	PAWNEE ELEM SCHOOL	44774	12.11	20.00	0.5263	36.50	*	*	*	*	*	36	*
SC	20002001	28	0001	155	PINEWOOD ELEM SCHOOL	29244	7.75	14.00	0.5000	22.68	*	*	*	*	*	*	*
SC	20052006	28	0001	155	PINEWOOD ELEM SCHOOL	35216	8.67	10.00	0.3704	22.96	*	*	*	*	*	*	*
SC	20072008	28	0001	155	PINEWOOD ELEM SCHOOL	40747	10.39	12.00	0.4286	23.10	*	*	*	*	*	*	*
SC	20082009	28	0001	155	PINEWOOD ELEM SCHOOL	42315	11.12	12.00	0.4615	22.91	*	*	*	*	*	*	*
SC	20092010	28	0001	155	PINEWOOD ELEM SCHOOL	44552	12.86	11.00	0.5000	19.71	*	*	*	*	*	*	*
SC	20102011	28	0001	155	PINEWOOD ELEM SCHOOL	47099	13.86	11.00	0.5000	19.50	*	*	*	*	*	18	*
SC	20002001	28	0001	159	PONCA ELEM SCHOOL	34604	14.00	*	*	11.05	*	*	*	*	*	*	*
SC	20052006	28	0001	159	PONCA ELEM SCHOOL	38759	10.13	*	*	*	*	*	*	*	*	*	*
SC	20072008	28	0001	159	PONCA ELEM SCHOOL	43318	13.57	*	*	*	*	*	*	*	*	*	*
SC	20082009	28	0001	159	PONCA ELEM SCHOOL	42034	11.40	*	*	*	*	*	*	*	*	*	*
SC	20092010	28	0001	159	PONCA ELEM SCHOOL	43370	12.80	*	*	*	*	*	*	*	*	*	*
SC	20102011	28	0001	159	PONCA ELEM SCHOOL	45896	14.64	*	*	*	*	*	*	*	*	*	*
SC	20002001	28	0001	165	ROSE HILL ELEM SCHOOL	35060	15.55	*	*	14.73	*	*	*	*	*	*	*
SC	20052006	28	0001	165	ROSE HILL ELEM SCHOOL	36418	11.67	*	*	16.83	*	*	*	*	*	*	*
SC	20072008	28	0001	165	ROSE HILL ELEM SCHOOL	41521	13.09	11.00	0.5000	18.45	*	*	*	*	*	*	*
SC	20082009	28	0001	165	ROSE HILL ELEM SCHOOL	41911	13.52	10.00	0.4348	20.00	*	*	*	*	*	*	*
SC	20092010	28	0001	165	ROSE HILL ELEM SCHOOL	42717	14.04	12.00	0.5217	20.00	*	*	*	*	*	*	*
SC	20102011	28	0001	165	ROSE HILL ELEM SCHOOL	42147	11.26	12.00	0.5217	20.00	*	*	*	*	*	19	*
SC	20092010	28	0001	168	SADDLEBROOK ELEMENTARY SCHOOL	43520	11.32	*	*	14.05	*	*	*	*	*	*	*
SC	20102011	28	0001	168	SADDLEBROOK ELEMENTARY SCHOOL	41581	10.37	*	*	15.25	*	*	*	*	*	14	*
SC	20002001	28	0001	169	SARATOGA ELEM SCHOOL	28802	9.32	*	*	22.25	*	*	*	*	*	*	*
SC	20052006	28	0001	169	SARATOGA ELEM SCHOOL	35563	8.06	*	*	13.80	*	*	*	*	*	*	*
SC	20072008	28	0001	169	SARATOGA ELEM SCHOOL	38494	8.61	*	*	19.20	*	*	*	*	*	*	*
SC	20082009	28	0001	169	SARATOGA ELEM SCHOOL	39171	8.54	*	*	20.25	*	*	*	*	*	*	*
SC	20092010	28	0001	169	SARATOGA ELEM SCHOOL	41842	9.87	*	*	19.20	*	*	*	*	*	*	*
SC	20102011	28	0001	169	SARATOGA ELEM SCHOOL	42907	10.55	10.00	0.4545	18.45	*	*	*	*	*	15	*
SC	20002001	28	0001	173	SHERMAN ELEM SCHOOL	31492	10.00	*	*	16.10	*	*	*	*	*	*	*
SC	20052006	28	0001	173	SHERMAN ELEM SCHOOL	35221	9.12	*	*	21.36	*	*	*	*	*	*	*
SC	20072008	28	0001	173	SHERMAN ELEM SCHOOL	39507	9.35	10.00	0.3846	22.36	*	*	*	*	*	*	*
SC	20082009	28	0001	173	SHERMAN ELEM SCHOOL	40790	10.00	*	*	22.97	*	*	*	*	*	*	*
SC	20092010	28	0001	173	SHERMAN ELEM SCHOOL	41222	10.73	*	*	20.92	*	*	*	*	*	*	*
SC	20102011	28	0001	173	SHERMAN ELEM SCHOOL	43135	10.68	*	*	19.90	*	*	*	*	*	18	*
SC	20052006	28	0001	174	LIBERTY ELEMENTARY SCHOOL	36441	8.36	20.00	0.4255	44.90	*	*	*	*	*	*	*
SC	20072008	28	0001	174	LIBERTY ELEMENTARY SCHOOL	40124	9.56	23.00	0.4423	49.00	*	*	*	*	*	*	*
SC	20082009	28	0001	174	LIBERTY ELEMENTARY SCHOOL	39990	8.46	20.00	0.3846	50.45	*	*	*	*	*	*	*
SC	20092010	28	0001	174	LIBERTY ELEMENTARY SCHOOL	42476	9.84	27.00	0.5294	48.73	*	*	*	*	*	*	*
SC	20102011	28	0001	174	LIBERTY ELEMENTARY SCHOOL	43322	10.04	24.00	0.4800	49.30	*	*	*	*	*	44	*
SC	20002001	28	0001	175	SPRING LAKE MAGNET CENTER	32735	13.29	15.00	0.3061	43.55	*	*	*	*	*	*	*
SC	20052006	28	0001	175	SPRING LAKE MAGNET CENTER	36959	11.52	11.00	0.2292	44.67	*	*	*	*	*	*	*
SC	20072008	28	0001	175	SPRING LAKE MAGNET CENTER	39693	9.91	15.00	0.2830	49.57	*	*	*	*	*	*	*
SC	20082009	28	0001	175	SPRING LAKE MAGNET CENTER	40960	10.02	20.00	0.3390	54.80	*	*	*	*	*	*	*
SC	20092010	28	0001	175	SPRING LAKE MAGNET CENTER	41454	10.61	22.00	0.3607	55.50	*	*	*	*	*	*	*
SC	20102011	28	0001	175	SPRING LAKE MAGNET CENTER	42710	11.23	28.00	0.4375	57.13	*	*	*	*	*	48	*
SC	20002001	28	0001	177	SPRINGVILLE ELEM SCHOOL	32823	14.09	*	*	17.73	*	*	*	*	*	*	*
SC	20052006	28	0001	177	SPRINGVILLE ELEM SCHOOL	35637	8.55	*	*	16.45	*	*	*	*	*	*	*
